Model: assemblyai/bert-large-uncased-sst2  Arch: bert  Layers: 24
Magnitude bins: 13 bins from 1e-08 to 1e+05

Probe: input_ids (Input IDs)  [global]
  Layer            Count  pct_zero     pct>1    pct>10  | magnitude bin percentages ...
  L16     8,827,568,128     0.000     1.187     0.000  |   0.00    0.00    0.00    0.04    0.37    3.70   31.78   62.91    1.19    0.00    0.00    0.00    0.00
  L17     8,827,568,128     0.000     1.793     0.000  |   0.00    0.00    0.00    0.03    0.30    3.00   27.68   67.19    1.79    0.00    0.00    0.00    0.00
  L18     8,827,568,128     0.000     1.504     0.000  |   0.00    0.00    0.00    0.03    0.33    3.32   29.97   64.84    1.50    0.00    0.00    0.00    0.00
  L19     8,827,568,128     0.000     2.436     0.000  |   0.00    0.00    0.00    0.04    0.37    3.73   30.06   63.35    2.44    0.00    0.00    0.00    0.00
  L20     8,827,568,128     0.000     5.307     0.000  |   0.00    0.00    0.00    0.05    0.47    4.72   30.75   58.70    5.31    0.00    0.00    0.00    0.00
  L21     8,827,568,128     0.000     7.642     0.000  |   0.00    0.00    0.00    0.02    0.25    2.48   22.56   67.05    7.64    0.00    0.00    0.00    0.00
  L22     8,827,568,128     0.000     5.780     0.000  |   0.00    0.00    0.00    0.02    0.22    2.20   20.89   70.88    5.78    0.00    0.00    0.00    0.00
  L23     8,827,568,128     0.000     8.931     0.000  |   0.00    0.00    0.00    0.02    0.17    1.74   16.76   72.37    8.93    0.00    0.00    0.00    0.00
  AGG   211,861,635,072     0.000     1.840     0.000  |   0.00    0.00    0.01    0.05    0.54    5.40   42.00   50.16    1.84    0.00    0.00    0.00    0.00

Probe: attn_output (Attn × Wₒ)
  Layer            Count  pct_zero     pct>1    pct>10  | magnitude bin percentages ...
  ------------------------------------------------------------
  L0      8,827,568,128     0.000     0.238     0.000  |   0.00    0.00    0.00    0.04    0.44    4.40   40.73   54.15    0.24    0.00    0.00    0.00    0.00
  L1      8,827,568,128     0.000     0.097     0.000  |   0.00    0.00    0.00    0.04    0.44    4.44   40.93   54.03    0.10    0.00    0.00    0.00    0.00
  L2      8,827,568,128     0.000     0.063     0.000  |   0.00    0.00    0.01    0.05    0.54    5.35   47.80   46.19    0.06    0.00    0.00    0.00    0.00
  L3      8,827,568,128     0.000     0.010     0.000  |   0.00    0.00    0.01    0.07    0.65    6.49   55.28   37.50    0.01    0.00    0.00    0.00    0.00
  L4      8,827,568,128     0.000     0.002     0.000  |   0.00    0.00    0.01    0.07    0.66    6.57   56.00   36.70    0.00    0.00    0.00    0.00    0.00
  L5      8,827,568,128     0.000     0.001     0.000  |   0.00    0.00    0.01    0.09    0.87    8.67   66.91   23.45    0.00    0.00    0.00    0.00    0.00
  L6      8,827,568,128     0.000     0.001     0.000  |   0.00    0.00    0.01    0.08    0.79    7.84   63.46   27.83    0.00    0.00    0.00    0.00    0.00
  L7      8,827,568,128     0.000     0.005     0.000  |   0.00    0.00    0.01    0.06    0.57    5.67   49.91   43.79    0.00    0.00    0.00    0.00    0.00
  L8      8,827,568,128     0.000     0.011     0.000  |   0.00    0.00    0.01    0.05    0.52    5.16   47.44   46.82    0.01    0.00    0.00    0.00    0.00
  L9      8,827,568,128     0.000     0.082     0.000  |   0.00    0.00    0.00    0.05    0.45    4.50   41.85   53.06    0.08    0.00    0.00    0.00    0.00
  L10     8,827,568,128     0.000     0.023     0.000  |   0.00    0.00    0.00    0.04    0.38    3.83   36.18   59.54    0.02    0.00    0.00    0.00    0.00
  L11     8,827,568,128     0.000     1.905     0.000  |   0.00    0.00    0.00    0.02    0.23    2.30   21.89   73.66    1.90    0.00    0.00    0.00    0.00
  L12     8,827,568,128     0.000     2.248     0.000  |   0.00    0.00    0.00    0.02    0.22    2.19   20.82   74.49    2.25    0.00    0.00    0.00    0.00
  L13     8,827,568,128     0.000     0.170     0.000  |   0.00    0.00    0.01    0.11    1.11   10.99   68.24   19.37    0.17    0.00    0.00    0.00    0.00
  L14     8,827,568,128     0.000     0.063     0.000  |   0.00    0.00    0.01    0.06    0.61    6.12   49.78   43.36    0.06    0.00    0.00    0.00    0.00
  L15     8,827,568,128     0.000     0.193     0.000  |   0.00    0.00    0.00    0.03    0.32    3.19   30.04   66.22    0.19    0.00    0.00    0.00    0.00
  L16     8,827,568,128     0.000     0.504     0.000  |   0.00    0.00    0.00    0.03    0.25    2.52   24.25   72.44    0.50    0.00    0.00    0.00    0.00
  L17     8,827,568,128     0.000     0.629     0.000  |   0.00    0.00    0.00    0.03    0.25    2.52   24.37   72.20    0.63    0.00    0.00    0.00    0.00
  L18     8,827,568,128     0.000     0.745     0.000  |   0.00    0.00    0.00    0.03    0.30    2.95   27.92   68.05    0.74    0.00    0.00    0.00    0.00
  L19     8,827,568,128     0.000     1.558     0.000  |   0.00    0.00    0.00    0.03    0.30    3.04   27.52   67.54    1.56    0.00    0.00    0.00    0.00
  L20     8,827,568,128     0.000     5.579     0.000  |   0.00    0.00    0.00    0.03    0.31    3.08   24.89   66.10    5.58    0.00    0.00    0.00    0.00
  L21     8,827,568,128     0.000     5.734     0.000  |   0.00    0.00    0.00    0.02    0.17    1.70   16.79   75.59    5.73    0.00    0.00    0.00    0.00
  L22     8,827,568,128     0.000     6.055     0.000  |   0.00    0.00    0.00    0.02    0.19    1.86   18.26   73.61    6.06    0.00    0.00    0.00    0.00
  L23     8,827,568,128     0.000    16.068     0.000  |   0.00    0.00    0.00    0.01    0.13    1.27   12.50   70.03   16.07    0.00    0.00    0.00    0.00
  AGG   211,861,635,072     0.000     1.749     0.000  |   0.00    0.00    0.00    0.04    0.45    4.44   38.07   55.24    1.75    0.00    0.00    0.00    0.00

Probe: post_attn_ln (Post-Attn sub-block)
  Layer            Count  pct_zero     pct>1    pct>10  | magnitude bin percentages ...
  ------------------------------------------------------------
  L0      8,827,568,128     0.000    30.771     0.036  |   0.00    0.00    0.00    0.01    0.07    0.74    7.37   61.03   30.74    0.04    0.00    0.00    0.00
  L1      8,827,568,128     0.000    27.003     0.098  |   0.00    0.00    0.00    0.01    0.08    0.82    8.16   63.93   26.91    0.10    0.00    0.00    0.00
  L2      8,827,568,128     0.000    19.068     0.098  |   0.00    0.00    0.00    0.01    0.10    0.99    9.89   69.93   18.97    0.10    0.00    0.00    0.00
  L3      8,827,568,128     0.000    13.973     0.098  |   0.00    0.00    0.00    0.01    0.11    1.10   10.95   73.85   13.88    0.10    0.00    0.00    0.00
  L4      8,827,568,128     0.000    16.247     0.140  |   0.00    0.00    0.00    0.01    0.10    1.01   10.09   72.53   16.11    0.14    0.00    0.00    0.00
  L5      8,827,568,128     0.000    12.977     0.187  |   0.00    0.00    0.00    0.01    0.11    1.12   11.19   74.58   12.79    0.19    0.00    0.00    0.00
  L6      8,827,568,128     0.000    13.083     0.278  |   0.00    0.00    0.00    0.01    0.11    1.15   11.44   74.20   12.80    0.28    0.00    0.00    0.00
  L7      8,827,568,128     0.000    11.764     0.187  |   0.00    0.00    0.00    0.01    0.12    1.18   11.72   75.21   11.58    0.19    0.00    0.00    0.00
  L8      8,827,568,128     0.000    11.438     0.098  |   0.00    0.00    0.00    0.01    0.12    1.21   11.99   75.24   11.34    0.10    0.00    0.00    0.00
  L9      8,827,568,128     0.000    10.809     0.098  |   0.00    0.00    0.00    0.01    0.12    1.21   12.00   75.86   10.71    0.10    0.00    0.00    0.00
  L10     8,827,568,128     0.000    10.853     0.098  |   0.00    0.00    0.00    0.01    0.12    1.19   11.85   75.98   10.75    0.10    0.00    0.00    0.00
  L11     8,827,568,128     0.000    17.437     0.124  |   0.00    0.00    0.00    0.01    0.10    1.00    9.98   71.47   17.31    0.12    0.00    0.00    0.00
  L12     8,827,568,128     0.000    19.323     0.098  |   0.00    0.00    0.00    0.01    0.10    0.98    9.73   69.86   19.22    0.10    0.00    0.00    0.00
  L13     8,827,568,128     0.000    18.524     0.099  |   0.00    0.00    0.00    0.01    0.10    0.99    9.79   70.60   18.42    0.10    0.00    0.00    0.00
  L14     8,827,568,128     0.000    20.039     0.184  |   0.00    0.00    0.00    0.01    0.10    0.98    9.69   69.18   19.85    0.18    0.00    0.00    0.00
  L15     8,827,568,128     0.000    21.996     0.169  |   0.00    0.00    0.00    0.01    0.09    0.94    9.29   67.67   21.83    0.17    0.00    0.00    0.00
  L16     8,827,568,128     0.000    20.446     0.098  |   0.00    0.00    0.00    0.01    0.09    0.93    9.31   69.21   20.35    0.10    0.00    0.00    0.00
  L17     8,827,568,128     0.000    20.191     0.098  |   0.00    0.00    0.00    0.01    0.09    0.93    9.30   69.47   20.09    0.10    0.00    0.00    0.00
  L18     8,827,568,128     0.000    17.127     0.142  |   0.00    0.00    0.00    0.01    0.10    1.03   10.28   71.45   16.98    0.14    0.00    0.00    0.00
  L19     8,827,568,128     0.000    16.474     0.145  |   0.00    0.00    0.00    0.01    0.11    1.14   11.34   70.91   16.33    0.14    0.00    0.00    0.00
  L20     8,827,568,128     0.000    15.624     0.126  |   0.00    0.00    0.00    0.01    0.13    1.28   12.64   70.31   15.50    0.13    0.00    0.00    0.00
  L21     8,827,568,128     0.000    16.388     0.138  |   0.00    0.00    0.00    0.01    0.10    1.01   10.10   72.38   16.25    0.14    0.00    0.00    0.00
  L22     8,827,568,128     0.000    16.775     0.119  |   0.00    0.00    0.00    0.01    0.10    1.01   10.07   72.03   16.66    0.12    0.00    0.00    0.00
  L23     8,827,568,128     0.000    18.562     0.086  |   0.00    0.00    0.00    0.01    0.10    0.98    9.80   70.55   18.48    0.09    0.00    0.00    0.00
  AGG   211,861,635,072     0.000    17.371     0.127  |   0.00    0.00    0.00    0.01    0.10    1.04   10.33   71.14   17.24    0.13    0.00    0.00    0.00

Probe: gelu_input (FFN1 (GELU in))
  Layer            Count  pct_zero     pct>1    pct>10  | magnitude bin percentages ...
  ------------------------------------------------------------
  L0     35,310,272,512     0.000    88.129     0.142  |   0.00    0.00    0.00    0.00    0.01    0.11    1.05   10.70   87.99    0.14    0.00    0.00    0.00
  L1     35,310,272,512     0.000    91.677     0.023  |   0.00    0.00    0.00    0.00    0.01    0.06    0.64    7.61   91.65    0.02    0.00    0.00    0.00
  L2     35,310,272,512     0.000    92.770     0.004  |   0.00    0.00    0.00    0.00    0.01    0.06    0.59    6.57   92.77    0.00    0.00    0.00    0.00
  L3     35,310,272,512     0.000    93.734     0.000  |   0.00    0.00    0.00    0.00    0.00    0.04    0.43    5.79   93.73    0.00    0.00    0.00    0.00
  L4     35,310,272,512     0.000    89.675     0.009  |   0.00    0.00    0.00    0.00    0.01    0.07    0.70    9.55   89.67    0.01    0.00    0.00    0.00
  L5     35,310,272,512     0.000    89.425     0.000  |   0.00    0.00    0.00    0.00    0.01    0.08    0.81    9.68   89.43    0.00    0.00    0.00    0.00
  L6     35,310,272,512     0.000    92.797     0.000  |   0.00    0.00    0.00    0.00    0.00    0.05    0.49    6.66   92.80    0.00    0.00    0.00    0.00
  L7     35,310,272,512     0.000    96.311     0.003  |   0.00    0.00    0.00    0.00    0.00    0.02    0.23    3.43   96.31    0.00    0.00    0.00    0.00
  L8     35,310,272,512     0.000    90.010     0.001  |   0.00    0.00    0.00    0.00    0.01    0.06    0.59    9.33   90.01    0.00    0.00    0.00    0.00
  L9     35,310,272,512     0.000    66.578     0.002  |   0.00    0.00    0.00    0.00    0.02    0.25    2.46   30.69   66.58    0.00    0.00    0.00    0.00
  L10    35,310,272,512     0.000    53.868     0.002  |   0.00    0.00    0.00    0.00    0.04    0.39    3.95   41.75   53.87    0.00    0.00    0.00    0.00
  L11    35,310,272,512     0.000    52.900     0.002  |   0.00    0.00    0.00    0.00    0.04    0.45    4.49   42.11   52.90    0.00    0.00    0.00    0.00
  L12    35,310,272,512     0.000    73.160     0.027  |   0.00    0.00    0.00    0.00    0.02    0.23    2.34   24.24   73.13    0.03    0.00    0.00    0.00
  L13    35,310,272,512     0.000    76.014     0.039  |   0.00    0.00    0.00    0.00    0.02    0.16    1.62   22.18   75.98    0.04    0.00    0.00    0.00
  L14    35,310,272,512     0.000    68.927     0.022  |   0.00    0.00    0.00    0.00    0.02    0.23    2.26   28.56   68.91    0.02    0.00    0.00    0.00
  L15    35,310,272,512     0.000    61.778     0.021  |   0.00    0.00    0.00    0.00    0.03    0.32    3.17   34.70   61.76    0.02    0.00    0.00    0.00
  L16    35,310,272,512     0.000    46.087     0.041  |   0.00    0.00    0.00    0.01    0.05    0.53    5.25   48.08   46.05    0.04    0.00    0.00    0.00
  L17    35,310,272,512     0.000    44.997     0.032  |   0.00    0.00    0.00    0.01    0.05    0.52    5.24   49.18   44.96    0.03    0.00    0.00    0.00
  L18    35,310,272,512     0.000    75.337     0.059  |   0.00    0.00    0.00    0.00    0.02    0.18    1.82   22.64   75.28    0.06    0.00    0.00    0.00
  L19    35,310,272,512     0.000    74.930     0.018  |   0.00    0.00    0.00    0.00    0.02    0.19    1.86   23.00   74.91    0.02    0.00    0.00    0.00
  L20    35,310,272,512     0.000    65.718     0.019  |   0.00    0.00    0.00    0.00    0.03    0.25    2.51   31.49   65.70    0.02    0.00    0.00    0.00
  L21    35,310,272,512     0.000    64.140     0.047  |   0.00    0.00    0.00    0.00    0.03    0.28    2.81   32.74   64.09    0.04    0.01    0.00    0.00
  L22    35,310,272,512     0.000    67.394     0.024  |   0.00    0.00    0.00    0.00    0.03    0.25    2.54   29.78   67.37    0.02    0.00    0.00    0.00
  L23    35,310,272,512     0.000    78.270     0.026  |   0.00    0.00    0.00    0.00    0.01    0.15    1.47   20.09   78.24    0.03    0.00    0.00    0.00
  AGG   847,446,540,288     0.000    74.776     0.023  |   0.00    0.00    0.00    0.00    0.02    0.21    2.06   22.94   74.75    0.02    0.00    0.00    0.00

Probe: gelu_output (GELU output)
  Layer            Count  pct_zero     pct>1    pct>10  | magnitude bin percentages ...
  ------------------------------------------------------------
  L0     35,310,272,512    16.745     1.679     0.001  |   0.00    6.25    7.40    9.08   11.23   13.67   19.02   14.93    1.68    0.00    0.00    0.00    0.00
  L1     35,310,272,512     6.173     0.458     0.003  |   0.00    4.49    6.88   10.36   14.69   19.07   25.02   12.85    0.45    0.00    0.00    0.00    0.00
  L2     35,310,272,512     2.335     0.296     0.000  |   0.00    2.83    5.46   10.23   17.21   24.35   26.21   11.08    0.30    0.00    0.00    0.00    0.00
  L3     35,310,272,512     0.378     0.212     0.000  |   0.00    0.83    2.48    6.57   15.58   29.10   33.84   11.00    0.21    0.00    0.00    0.00    0.00
  L4     35,310,272,512     0.207     0.225     0.009  |   0.00    0.40    1.29    3.97   10.91   25.06   40.22   17.72    0.22    0.01    0.00    0.00    0.00
  L5     35,310,272,512     0.198     0.347     0.000  |   0.00    0.49    1.43    3.90   10.51   25.09   40.76   17.28    0.35    0.00    0.00    0.00    0.00
  L6     35,310,272,512     0.740     0.507     0.000  |   0.00    1.19    2.69    6.20   13.67   26.20   35.77   13.03    0.51    0.00    0.00    0.00    0.00
  L7     35,310,272,512     0.814     0.151     0.000  |   0.00    1.24    3.33    8.86   19.47   30.73   28.25    7.15    0.15    0.00    0.00    0.00    0.00
  L8     35,310,272,512     0.234     0.211     0.000  |   0.00    0.17    0.43    1.43    5.99   21.86   49.78   19.89    0.21    0.00    0.00    0.00    0.00
  L9     35,310,272,512     0.212     0.527     0.000  |   0.00    0.12    0.22    0.49    1.42    6.19   40.65   50.18    0.53    0.00    0.00    0.00    0.00
  L10    35,310,272,512     0.109     0.684     0.000  |   0.00    0.08    0.15    0.39    1.16    4.86   34.90   57.67    0.68    0.00    0.00    0.00    0.00
  L11    35,310,272,512     0.090    34.104     0.000  |   0.00    0.06    0.13    0.30    0.85    2.97   15.84   45.67   34.10    0.00    0.00    0.00    0.00
  L12    35,310,272,512     1.440     1.753     0.000  |   0.00    0.93    1.67    3.11    6.25   13.80   36.25   34.81    1.75    0.00    0.00    0.00    0.00
  L13    35,310,272,512     0.197     0.295     0.000  |   0.00    0.10    0.26    0.81    2.76   11.19   45.36   39.02    0.29    0.00    0.00    0.00    0.00
  L14    35,310,272,512     0.069     0.401     0.000  |   0.00    0.07    0.16    0.51    1.95    8.41   42.29   46.14    0.40    0.00    0.00    0.00    0.00
  L15    35,310,272,512     0.039     0.847     0.020  |   0.00    0.05    0.13    0.39    1.43    6.78   39.39   50.94    0.83    0.02    0.00    0.00    0.00
  L16    35,310,272,512     0.057     3.448     0.020  |   0.00    0.04    0.07    0.20    0.81    4.42   31.95   59.00    3.43    0.02    0.00    0.00    0.00
  L17    35,310,272,512     0.060     2.688     0.010  |   0.00    0.01    0.03    0.11    0.54    3.48   31.59   61.50    2.68    0.01    0.00    0.00    0.00
  L18    35,310,272,512     0.105     0.309     0.010  |   0.00    0.07    0.23    0.79    3.01   12.08   45.32   38.08    0.30    0.01    0.00    0.00    0.00
  L19    35,310,272,512     0.931     0.359     0.008  |   0.00    0.62    0.98    1.77    3.92   12.02   41.57   37.82    0.35    0.01    0.00    0.00    0.00
  L20    35,310,272,512     0.131     0.754     0.001  |   0.00    0.12    0.23    0.56    1.76    7.87   40.54   48.03    0.75    0.00    0.00    0.00    0.00
  L21    35,310,272,512     0.054     1.198     0.008  |   0.00    0.00    0.02    0.10    0.80    6.25   41.48   50.10    1.19    0.01    0.00    0.00    0.00
  L22    35,310,272,512     0.025     1.416     0.000  |   0.00    0.00    0.03    0.19    1.19    7.59   43.19   46.37    1.42    0.00    0.00    0.00    0.00
  L23    35,310,272,512     0.093     0.356     0.000  |   0.00    0.06    0.18    0.65    2.71   12.08   47.59   36.28    0.36    0.00    0.00    0.00    0.00
  AGG   847,446,540,288     1.310     2.218     0.004  |   0.00    0.84    1.50    2.96    6.24   13.96   36.53   34.44    2.21    0.00    0.00    0.00    0.00

Probe: ffn2_output (FFN2 output)
  Layer            Count  pct_zero     pct>1    pct>10  | magnitude bin percentages ...
  ------------------------------------------------------------
  L0      8,827,568,128     0.000    27.791     0.429  |   0.00    0.00    0.00    0.01    0.09    0.91    9.04   62.16   27.36    0.43    0.00    0.00    0.00
  L1      8,827,568,128     0.000     6.833     0.088  |   0.00    0.00    0.00    0.01    0.15    1.47   14.51   77.03    6.74    0.09    0.00    0.00    0.00
  L2      8,827,568,128     0.000     0.599     0.003  |   0.00    0.00    0.00    0.03    0.28    2.81   27.20   69.08    0.60    0.00    0.00    0.00    0.00
  L3      8,827,568,128     0.000     0.396     0.000  |   0.00    0.00    0.00    0.03    0.31    3.15   30.21   65.90    0.40    0.00    0.00    0.00    0.00
  L4      8,827,568,128     0.000     0.439     0.178  |   0.00    0.00    0.00    0.03    0.33    3.29   31.53   64.38    0.26    0.18    0.00    0.00    0.00
  L5      8,827,568,128     0.000     0.801     0.176  |   0.00    0.00    0.00    0.03    0.27    2.67   25.94   70.29    0.62    0.18    0.00    0.00    0.00
  L6      8,827,568,128     0.000     0.961     0.177  |   0.00    0.00    0.00    0.02    0.25    2.47   24.10   72.20    0.78    0.18    0.00    0.00    0.00
  L7      8,827,568,128     0.000     0.207     0.037  |   0.00    0.00    0.00    0.04    0.37    3.68   34.93   60.77    0.17    0.04    0.00    0.00    0.00
  L8      8,827,568,128     0.000     0.393     0.001  |   0.00    0.00    0.00    0.03    0.28    2.76   26.74   69.80    0.39    0.00    0.00    0.00    0.00
  L9      8,827,568,128     0.000     6.296     0.001  |   0.00    0.00    0.00    0.02    0.15    1.51   14.97   77.05    6.30    0.00    0.00    0.00    0.00
  L10     8,827,568,128     0.000    27.905     0.056  |   0.00    0.00    0.00    0.01    0.09    0.92    9.11   61.96   27.85    0.06    0.00    0.00    0.00
  L11     8,827,568,128     0.000    74.611     8.079  |   0.00    0.00    0.00    0.00    0.04    0.38    3.66   21.31   66.53    8.03    0.05    0.00    0.00
  L12     8,827,568,128     0.000    16.323     0.004  |   0.00    0.00    0.00    0.01    0.11    1.13   11.13   71.30   16.32    0.00    0.00    0.00    0.00
  L13     8,827,568,128     0.000     2.937     0.005  |   0.00    0.00    0.00    0.02    0.19    1.92   18.88   76.04    2.93    0.01    0.00    0.00    0.00
  L14     8,827,568,128     0.000     1.354     0.003  |   0.00    0.00    0.00    0.02    0.22    2.19   21.42   74.79    1.35    0.00    0.00    0.00    0.00
  L15     8,827,568,128     0.000    21.994     0.147  |   0.00    0.00    0.00    0.01    0.10    1.03   10.16   66.71   21.85    0.15    0.00    0.00    0.00
  L16     8,827,568,128     0.000    32.302     0.084  |   0.00    0.00    0.00    0.01    0.09    0.89    8.79   57.91   32.22    0.08    0.00    0.00    0.00
  L17     8,827,568,128     0.000    19.178     0.148  |   0.00    0.00    0.00    0.01    0.10    1.04   10.30   69.37   19.03    0.13    0.02    0.00    0.00
  L18     8,827,568,128     0.000     0.547     0.053  |   0.00    0.00    0.00    0.02    0.24    2.40   23.48   73.30    0.49    0.04    0.02    0.00    0.00
  L19     8,827,568,128     0.000     0.987     0.058  |   0.00    0.00    0.00    0.03    0.27    2.65   25.61   70.46    0.93    0.04    0.02    0.00    0.00
  L20     8,827,568,128     0.000     4.892     0.127  |   0.00    0.00    0.00    0.02    0.24    2.45   23.49   68.90    4.76    0.12    0.00    0.00    0.00
  L21     8,827,568,128     0.000     5.491     0.166  |   0.00    0.00    0.00    0.02    0.21    2.11   20.51   71.65    5.32    0.11    0.05    0.00    0.00
  L22     8,827,568,128     0.000     4.964     0.144  |   0.00    0.00    0.00    0.02    0.25    2.45   23.58   68.73    4.82    0.12    0.03    0.00    0.00
  L23     8,827,568,128     0.000     0.895     0.000  |   0.00    0.00    0.00    0.03    0.34    3.44   32.20   63.08    0.89    0.00    0.00    0.00    0.00
  AGG   211,861,635,072     0.000    10.796     0.423  |   0.00    0.00    0.00    0.02    0.21    2.07   20.06   66.84   10.37    0.42    0.01    0.00    0.00

Probe: post_ffn_ln (Post-FFN sub-block)
  Layer            Count  pct_zero     pct>1    pct>10  | magnitude bin percentages ...
  ------------------------------------------------------------
  L0      8,827,568,128     0.000    10.628     0.003  |   0.00    0.00    0.00    0.01    0.13    1.33   13.05   74.84   10.62    0.00    0.00    0.00    0.00
  L1      8,827,568,128     0.000     4.194     0.091  |   0.00    0.00    0.00    0.02    0.17    1.71   16.81   77.10    4.10    0.09    0.00    0.00    0.00
  L2      8,827,568,128     0.000     1.339     0.094  |   0.00    0.00    0.00    0.02    0.23    2.26   22.10   74.05    1.25    0.09    0.00    0.00    0.00
  L3      8,827,568,128     0.000     1.139     0.034  |   0.00    0.00    0.00    0.02    0.23    2.29   22.41   73.90    1.10    0.03    0.00    0.00    0.00
  L4      8,827,568,128     0.000     1.051     0.000  |   0.00    0.00    0.00    0.03    0.33    3.33   31.79   63.46    1.05    0.00    0.00    0.00    0.00
  L5      8,827,568,128     0.000     1.357     0.000  |   0.00    0.00    0.00    0.04    0.44    4.38   39.98   53.80    1.36    0.00    0.00    0.00    0.00
  L6      8,827,568,128     0.000     1.544     0.004  |   0.00    0.00    0.00    0.05    0.45    4.51   41.17   52.28    1.54    0.00    0.00    0.00    0.00
  L7      8,827,568,128     0.000     1.128     0.092  |   0.00    0.00    0.00    0.03    0.28    2.84   27.39   68.33    1.04    0.09    0.00    0.00    0.00
  L8      8,827,568,128     0.000     1.468     0.095  |   0.00    0.00    0.00    0.02    0.23    2.27   22.18   73.82    1.37    0.10    0.00    0.00    0.00
  L9      8,827,568,128     0.000     2.371     0.097  |   0.00    0.00    0.00    0.02    0.18    1.76   17.40   78.27    2.27    0.10    0.00    0.00    0.00
  L10     8,827,568,128     0.000    12.187     0.098  |   0.00    0.00    0.00    0.01    0.12    1.23   11.85   74.60   12.09    0.10    0.00    0.00    0.00
  L11     8,827,568,128     0.000    13.786     0.098  |   0.00    0.00    0.00    0.01    0.12    1.22   11.52   73.34   13.69    0.10    0.00    0.00    0.00
  L12     8,827,568,128     0.000     9.734     0.097  |   0.00    0.00    0.00    0.01    0.13    1.30   12.52   76.30    9.64    0.10    0.00    0.00    0.00
  L13     8,827,568,128     0.000    11.127     0.007  |   0.00    0.00    0.00    0.01    0.13    1.29   12.14   75.30   11.12    0.01    0.00    0.00    0.00
  L14     8,827,568,128     0.000    11.786     0.004  |   0.00    0.00    0.00    0.01    0.13    1.27   11.96   74.85   11.78    0.00    0.00    0.00    0.00
  L15     8,827,568,128     0.000    11.091     0.013  |   0.00    0.00    0.00    0.01    0.13    1.25   12.11   75.41   11.08    0.01    0.00    0.00    0.00
  L16     8,827,568,128     0.000     9.794     0.026  |   0.00    0.00    0.00    0.01    0.13    1.28   12.56   76.23    9.77    0.03    0.00    0.00    0.00
  L17     8,827,568,128     0.000     7.996     0.001  |   0.00    0.00    0.00    0.02    0.21    2.06   18.86   70.85    7.99    0.00    0.00    0.00    0.00
  L18     8,827,568,128     0.000     8.145     0.000  |   0.00    0.00    0.00    0.04    0.36    3.59   22.81   65.05    8.14    0.00    0.00    0.00    0.00
  L19     8,827,568,128     0.000    10.246     0.021  |   0.00    0.00    0.00    0.04    0.45    4.40   22.57   62.29   10.23    0.02    0.00    0.00    0.00
  L20     8,827,568,128     0.000     9.083     0.041  |   0.00    0.00    0.00    0.03    0.31    3.13   23.21   64.23    9.04    0.04    0.00    0.00    0.00
  L21     8,827,568,128     0.000     7.554     0.041  |   0.00    0.00    0.00    0.03    0.30    3.03   24.73   64.35    7.51    0.04    0.00    0.00    0.00
  L22     8,827,568,128     0.000     6.613     0.053  |   0.00    0.00    0.00    0.02    0.24    2.41   21.11   69.59    6.56    0.05    0.00    0.00    0.00
  L23     8,827,568,128     0.000     7.397     0.000  |   0.00    0.00    0.00    0.01    0.14    1.43   14.22   76.79    7.40    0.00    0.00    0.00    0.00
  AGG   211,861,635,072     0.000     6.782     0.042  |   0.00    0.00    0.00    0.02    0.23    2.32   20.27   70.38    6.74    0.04    0.00    0.00    0.00

Probe: ln1_input (LN₁ input (pre-norm))
  Layer            Count  pct_zero     pct>1    pct>10  | magnitude bin percentages ...
  ------------------------------------------------------------

Probe: ln1_output (LN₁ output (pre-norm))
  Layer            Count  pct_zero     pct>1    pct>10  | magnitude bin percentages ...
  ------------------------------------------------------------

Probe: ln2_input (LN₂ input (pre-norm))
  Layer            Count  pct_zero     pct>1    pct>10  | magnitude bin percentages ...
  ------------------------------------------------------------

Probe: ln2_output (LN₂ output (pre-norm))
  Layer            Count  pct_zero     pct>1    pct>10  | magnitude bin percentages ...
  ------------------------------------------------------------
