Dataset: MRPC
Eval split: validation_full
Repeats per point: 5
Fixed approximation: GELU degree 4, Softmax degree 6 on all layers
Base x/W noise mode: max
Scanned noise distribution: fresh
Scaling factors: [10, 12, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 36, 38, 40, 42, 44, 46, 48]
Metric names: ['Acc.', 'F1']

Best points:
Lowest loss: softmax_sf=36, v_sf=18, loss_mean=0.328703, loss_variance=0.000066
Highest m1: softmax_sf=24, v_sf=32, m1_mean=0.880882, m1_variance=0.000090
Highest m2: softmax_sf=48, v_sf=46, m2_mean=0.878885, m2_variance=0.000014

Grid records:
softmax_sf	v_sf	loss_mean	loss_variance	loss_std	m1_mean	m1_variance	m1_std	m2_mean	m2_variance	m2_std
32	26	0.34218772	0.00015166	0.01231512	0.87352941	0.00000384	0.00196078	0.87103915	0.00000388	0.00197022
32	28	0.34055030	0.00011834	0.01087832	0.87598039	0.00003989	0.00631573	0.87326008	0.00004833	0.00695176
32	30	0.33927389	0.00005038	0.00709774	0.87401961	0.00002547	0.00504688	0.87171412	0.00002503	0.00500274
32	32	0.33783424	0.00004370	0.00661052	0.87647059	0.00003268	0.00571662	0.87390947	0.00003230	0.00568312
32	34	0.33937987	0.00009752	0.00987534	0.87205882	0.00003460	0.00588235	0.86948222	0.00003894	0.00624036
32	36	0.34751810	0.00007809	0.00883681	0.86764706	0.00002403	0.00490196	0.86449494	0.00003016	0.00549153
32	38	0.34205444	0.00002995	0.00547295	0.87450980	0.00001538	0.00392157	0.87153393	0.00001762	0.00419737
32	40	0.34201658	0.00006300	0.00793710	0.87794118	0.00002259	0.00475263	0.87596872	0.00002165	0.00465318
32	42	0.33919620	0.00005288	0.00727201	0.87745098	0.00005527	0.00743419	0.87516378	0.00005861	0.00765592
32	44	0.34367884	0.00007816	0.00884092	0.87205882	0.00006103	0.00781244	0.86984904	0.00006119	0.00782249
32	46	0.33952740	0.00002812	0.00530278	0.87205882	0.00003700	0.00608317	0.86976915	0.00004037	0.00635355
32	48	0.34034144	0.00007109	0.00843124	0.87598039	0.00000625	0.00249952	0.87337078	0.00000601	0.00245076
34	10	0.78610070	0.00024874	0.01577160	0.49901961	0.00064062	0.02531045	0.51624790	0.00060340	0.02456412
34	12	0.81619653	0.00041596	0.02039505	0.47843137	0.00039023	0.01975435	0.49527986	0.00036925	0.01921582
34	14	1.13153118	0.00113355	0.03366820	0.38382353	0.00017445	0.01320803	0.33967717	0.00041292	0.02032044
34	16	0.40270421	0.00022981	0.01515945	0.81862745	0.00012495	0.01117819	0.81840349	0.00013527	0.01163062
34	18	0.34231550	0.00007084	0.00841676	0.87352941	0.00001826	0.00427343	0.87116342	0.00001947	0.00441202
34	20	0.33608934	0.00010753	0.01036967	0.87941176	0.00007545	0.00868630	0.87690036	0.00007930	0.00890529
34	22	0.34706190	0.00006765	0.00822513	0.87500000	0.00003124	0.00558910	0.87243867	0.00003141	0.00560410
34	24	0.33673174	0.00006759	0.00822107	0.87598039	0.00007834	0.00885072	0.87388725	0.00008161	0.00903386
34	26	0.34082808	0.00013899	0.01178944	0.86911765	0.00011198	0.01058188	0.86647410	0.00012357	0.01111605
34	28	0.34100113	0.00007059	0.00840200	0.87303922	0.00010429	0.01021209	0.87055721	0.00011197	0.01058140
34	30	0.34158891	0.00013674	0.01169374	0.87205882	0.00002259	0.00475263	0.86978833	0.00002047	0.00452443
34	32	0.33792335	0.00005022	0.00708682	0.87401961	0.00006872	0.00828997	0.87142375	0.00007396	0.00860026
34	34	0.33753830	0.00002308	0.00480427	0.86764706	0.00002884	0.00536983	0.86459440	0.00003082	0.00555145
34	36	0.34513174	0.00000103	0.00101639	0.87401961	0.00002787	0.00527957	0.87135808	0.00003015	0.00549107
34	38	0.34305877	0.00010902	0.01044121	0.87598039	0.00007834	0.00885072	0.87370520	0.00008196	0.00905297
34	40	0.34132778	0.00005894	0.00767695	0.87598039	0.00010717	0.01035231	0.87368618	0.00011493	0.01072056
34	42	0.34154386	0.00003333	0.00577353	0.86666667	0.00002067	0.00454589	0.86417545	0.00002288	0.00478382
34	44	0.33459261	0.00005535	0.00743989	0.87401961	0.00003989	0.00631573	0.87144435	0.00004919	0.00701322
34	46	0.34169313	0.00006363	0.00797704	0.87794118	0.00000096	0.00098039	0.87556161	0.00000147	0.00121227
34	48	0.34109838	0.00006977	0.00835270	0.87647059	0.00003749	0.00612255	0.87388377	0.00004193	0.00647516
36	10	0.79316057	0.00096228	0.03102059	0.49509804	0.00077614	0.02785936	0.51225483	0.00073459	0.02710336
36	12	0.83528526	0.00023496	0.01532834	0.46078431	0.00009371	0.00968060	0.47656852	0.00010024	0.01001206
36	14	1.11021197	0.00074455	0.02728642	0.39558824	0.00024654	0.01570159	0.35584102	0.00027762	0.01666188
36	16	0.39743402	0.00009726	0.00986224	0.82107843	0.00008891	0.00942911	0.82180930	0.00008963	0.00946733
36	18	0.32870277	0.00006581	0.00811254	0.87500000	0.00001682	0.00410127	0.87230142	0.00001689	0.00411020
36	20	0.33646685	0.00002886	0.00537259	0.87696078	0.00004181	0.00646613	0.87496036	0.00004460	0.00667851
36	22	0.33825032	0.00007031	0.00838485	0.86911765	0.00002307	0.00480292	0.86606316	0.00002462	0.00496162
36	24	0.34293090	0.00002627	0.00512585	0.86470588	0.00001778	0.00421683	0.86203212	0.00001907	0.00436688
36	26	0.33518586	0.00006145	0.00783916	0.87745098	0.00003604	0.00600365	0.87533327	0.00004301	0.00655782
36	28	0.33817349	0.00004766	0.00690372	0.87941176	0.00001057	0.00325159	0.87709788	0.00001209	0.00347659
36	30	0.33741632	0.00003649	0.00604069	0.87303922	0.00002259	0.00475263	0.87039861	0.00002962	0.00544231
36	32	0.35131745	0.00003479	0.00589792	0.86715686	0.00006103	0.00781244	0.86461665	0.00006888	0.00829942
36	34	0.34882741	0.00004628	0.00680272	0.86960784	0.00011150	0.01055915	0.86774408	0.00010779	0.01038202
36	36	0.34630819	0.00002551	0.00505028	0.87254902	0.00001201	0.00346621	0.86958569	0.00001616	0.00401934
36	38	0.33666322	0.00000826	0.00287439	0.86960784	0.00001538	0.00392157	0.86697625	0.00001217	0.00348855
36	40	0.33692919	0.00000597	0.00244419	0.87303922	0.00004181	0.00646613	0.87054768	0.00004669	0.00683323
36	42	0.34922025	0.00002480	0.00497968	0.87254902	0.00001682	0.00410127	0.86982706	0.00001677	0.00409529
36	44	0.33750922	0.00000202	0.00142068	0.87352941	0.00000625	0.00249952	0.87138186	0.00000599	0.00244803
36	46	0.33671532	0.00001592	0.00398958	0.87647059	0.00008795	0.00937800	0.87423168	0.00009250	0.00961756
36	48	0.34220955	0.00004653	0.00682113	0.87352941	0.00001105	0.00332467	0.87103633	0.00001145	0.00338337
38	10	0.80493951	0.00019032	0.01379582	0.47058824	0.00060794	0.02465642	0.48827019	0.00056984	0.02387131
38	12	0.81284224	0.00035052	0.01872214	0.46176471	0.00038110	0.01952187	0.47701487	0.00039983	0.01999567
38	14	1.13104879	0.00028043	0.01674607	0.37794118	0.00016436	0.01282029	0.33448187	0.00022637	0.01504549
38	16	0.38560017	0.00034546	0.01858643	0.82500000	0.00029460	0.01716386	0.82594826	0.00027518	0.01658867
38	18	0.34270969	0.00003962	0.00629418	0.87058824	0.00001778	0.00421683	0.86817736	0.00001978	0.00444789
38	20	0.34682460	0.00003013	0.00548949	0.87254902	0.00010333	0.01016492	0.86967460	0.00011144	0.01055642
38	22	0.34814064	0.00006893	0.00830265	0.87205882	0.00000817	0.00285831	0.86900657	0.00000753	0.00274469
38	24	0.33890100	0.00002694	0.00518993	0.87647059	0.00001826	0.00427343	0.87361914	0.00001937	0.00440064
38	26	0.33521998	0.00012664	0.01125323	0.87598039	0.00004229	0.00650319	0.87344017	0.00004351	0.00659633
38	28	0.34971531	0.00001429	0.00377988	0.86764706	0.00006488	0.00805474	0.86451728	0.00007036	0.00838827
38	30	0.33833877	0.00014219	0.01192425	0.87156863	0.00006872	0.00828997	0.86940059	0.00006687	0.00817740
38	32	0.33498404	0.00006235	0.00789589	0.87794118	0.00003220	0.00567443	0.87563122	0.00003464	0.00588583
38	34	0.33210507	0.00001576	0.00396962	0.87794118	0.00000817	0.00285831	0.87595946	0.00000926	0.00304278
38	36	0.34183931	0.00006216	0.00788404	0.87058824	0.00002499	0.00499904	0.86766626	0.00002427	0.00492638
38	38	0.33938535	0.00002405	0.00490363	0.87990196	0.00002643	0.00514122	0.87727786	0.00003183	0.00564152
38	40	0.34355355	0.00006446	0.00802884	0.86911765	0.00002547	0.00504688	0.86683938	0.00002861	0.00534870
38	42	0.34946900	0.00006258	0.00791079	0.86764706	0.00002163	0.00465041	0.86497447	0.00002084	0.00456538
38	44	0.34325816	0.00005381	0.00733539	0.87107843	0.00005911	0.00768843	0.86799124	0.00006296	0.00793474
38	46	0.33599347	0.00006090	0.00780395	0.87696078	0.00006344	0.00796474	0.87445381	0.00007488	0.00865361
38	48	0.33311430	0.00001562	0.00395252	0.87352941	0.00002547	0.00504688	0.87089369	0.00002812	0.00530306
40	10	0.78226046	0.00063859	0.02527032	0.49656863	0.00090975	0.03016200	0.51324340	0.00093269	0.03054000
40	12	0.82403436	0.00006798	0.00824478	0.47107843	0.00044790	0.02116376	0.48809171	0.00039987	0.01999683
40	14	1.12661367	0.00167293	0.04090146	0.39117647	0.00045319	0.02128829	0.34998560	0.00060264	0.02454870
40	16	0.39882775	0.00008904	0.00943620	0.81862745	0.00006007	0.00775068	0.81950000	0.00005383	0.00733699
40	18	0.33857697	0.00005865	0.00765811	0.87500000	0.00002643	0.00514122	0.87258096	0.00002466	0.00496570
40	20	0.34572986	0.00001730	0.00415911	0.87107843	0.00003028	0.00550244	0.86849227	0.00003412	0.00584137
40	22	0.33819533	0.00001740	0.00417089	0.87794118	0.00006103	0.00781244	0.87530089	0.00006392	0.00799495
40	24	0.34460176	0.00002584	0.00508356	0.87205882	0.00002499	0.00499904	0.86943815	0.00002534	0.00503404
40	26	0.33957295	0.00015292	0.01236605	0.87549020	0.00006344	0.00796474	0.87283185	0.00006649	0.00815401
40	28	0.34559644	0.00002125	0.00461001	0.86960784	0.00000336	0.00183415	0.86630447	0.00000427	0.00206607
40	30	0.34169466	0.00010801	0.01039268	0.87500000	0.00004085	0.00639137	0.87199307	0.00004616	0.00679390
40	32	0.34490632	0.00005647	0.00751464	0.87303922	0.00003700	0.00608317	0.87015796	0.00003627	0.00602230
40	34	0.34828385	0.00001810	0.00425466	0.87156863	0.00002067	0.00454589	0.86902954	0.00002391	0.00488962
40	36	0.34935611	0.00003000	0.00547744	0.86911765	0.00003028	0.00550244	0.86657779	0.00003018	0.00549347
40	38	0.34305459	0.00011019	0.01049705	0.87254902	0.00005046	0.00710362	0.87011329	0.00005146	0.00717355
40	40	0.34800214	0.00007808	0.00883623	0.87205882	0.00000817	0.00285831	0.86984152	0.00001006	0.00317133
40	42	0.33697748	0.00003715	0.00609499	0.87205882	0.00008266	0.00909178	0.86919381	0.00009234	0.00960956
40	44	0.33784667	0.00007727	0.00879058	0.87401961	0.00004950	0.00703564	0.87105397	0.00005822	0.00762998
40	46	0.34666036	0.00006133	0.00783128	0.87450980	0.00002980	0.00545859	0.87210956	0.00003073	0.00554369
40	48	0.33291275	0.00017222	0.01312315	0.87892157	0.00002547	0.00504688	0.87643348	0.00002636	0.00513431
42	10	0.79454928	0.00052312	0.02287188	0.50294118	0.00082516	0.02872566	0.51962686	0.00079565	0.02820728
42	12	0.83352871	0.00023476	0.01532197	0.46029412	0.00031094	0.01763344	0.47646398	0.00035933	0.01895593
42	14	1.16168853	0.00026005	0.01612603	0.37352941	0.00009756	0.00987718	0.32597771	0.00020357	0.01426774
42	16	0.39115774	0.00025918	0.01609908	0.82598039	0.00001201	0.00346621	0.82653308	0.00001498	0.00387013
42	18	0.33690094	0.00012852	0.01133663	0.87401961	0.00005431	0.00736926	0.87204012	0.00005580	0.00747001
42	20	0.34547717	0.00003265	0.00571406	0.86519608	0.00004566	0.00675689	0.86235866	0.00004252	0.00652077
42	22	0.34702974	0.00003200	0.00565674	0.87254902	0.00002884	0.00536983	0.87016511	0.00003302	0.00574656
42	24	0.33570846	0.00005756	0.00758696	0.87500000	0.00002643	0.00514122	0.87270040	0.00002389	0.00488745
42	26	0.33833449	0.00002679	0.00517579	0.87990196	0.00007689	0.00876889	0.87738517	0.00007538	0.00868237
42	28	0.33880942	0.00010805	0.01039482	0.87450980	0.00002259	0.00475263	0.87202379	0.00002512	0.00501247
42	30	0.34328437	0.00006859	0.00828166	0.87303922	0.00003941	0.00627757	0.87042507	0.00004283	0.00654410
42	32	0.33577859	0.00014489	0.01203716	0.87843137	0.00001586	0.00398237	0.87617505	0.00001421	0.00376917
42	34	0.34730479	0.00002285	0.00478068	0.87500000	0.00005286	0.00727078	0.87255279	0.00005982	0.00773455
42	36	0.33810729	0.00004934	0.00702405	0.87254902	0.00001682	0.00410127	0.87004376	0.00001714	0.00413950
42	38	0.33633148	0.00003864	0.00621576	0.87401961	0.00009035	0.00950525	0.87183347	0.00009649	0.00982281
42	40	0.33675296	0.00008311	0.00911633	0.87352941	0.00011438	0.01069482	0.87089850	0.00011878	0.01089846
42	42	0.34015623	0.00005122	0.00715701	0.87205882	0.00003220	0.00567443	0.86963521	0.00003361	0.00579722
42	44	0.34209320	0.00003142	0.00560579	0.87843137	0.00000625	0.00249952	0.87609883	0.00000700	0.00264641
42	46	0.33996198	0.00000929	0.00304851	0.87352941	0.00001105	0.00332467	0.87143898	0.00001289	0.00358966
42	48	0.34369952	0.00009431	0.00971151	0.87647059	0.00006872	0.00828997	0.87395285	0.00007539	0.00868277
44	10	0.78236265	0.00015447	0.01242850	0.49950980	0.00039264	0.01981508	0.51656880	0.00036474	0.01909820
44	12	0.81540583	0.00037407	0.01934087	0.48235294	0.00055604	0.02358042	0.49826142	0.00055093	0.02347182
44	14	1.16838294	0.00002555	0.00505504	0.37352941	0.00007113	0.00843365	0.32219380	0.00019568	0.01398858
44	16	0.39751649	0.00044173	0.02101735	0.82352941	0.00015619	0.01249760	0.82448601	0.00017055	0.01305950
44	18	0.34299792	0.00007643	0.00874258	0.87303922	0.00009227	0.00960584	0.87057153	0.00009650	0.00982319
44	20	0.34471204	0.00004566	0.00675741	0.87303922	0.00003460	0.00588235	0.87062865	0.00003750	0.00612340
44	22	0.33866428	0.00002461	0.00496124	0.87401961	0.00002307	0.00480292	0.87100650	0.00002533	0.00503301
44	24	0.33463007	0.00007312	0.00855095	0.87696078	0.00004662	0.00682764	0.87421046	0.00005324	0.00729689
44	26	0.34559530	0.00009052	0.00951434	0.86764706	0.00003845	0.00620054	0.86524823	0.00004137	0.00643183
44	28	0.34406990	0.00001125	0.00335353	0.87205882	0.00000817	0.00285831	0.86950139	0.00000933	0.00305499
44	30	0.34400290	0.00004519	0.00672222	0.87647059	0.00005431	0.00736926	0.87416991	0.00005722	0.00756440
44	32	0.33962183	0.00005312	0.00728840	0.87843137	0.00003268	0.00571662	0.87609801	0.00003494	0.00591132
44	34	0.35237155	0.00009112	0.00954562	0.87156863	0.00005431	0.00736926	0.86930801	0.00005847	0.00764634
44	36	0.34142936	0.00011036	0.01050529	0.87500000	0.00007209	0.00849045	0.87221596	0.00008767	0.00936308
44	38	0.34029599	0.00003128	0.00559287	0.87352941	0.00006151	0.00784314	0.87109454	0.00006572	0.00810672
44	40	0.33962229	0.00006789	0.00823977	0.87990196	0.00004325	0.00657667	0.87758322	0.00003964	0.00629586
44	42	0.34303868	0.00023404	0.01529851	0.87107843	0.00009035	0.00950525	0.86843475	0.00009423	0.00970742
44	44	0.34450057	0.00002645	0.00514322	0.87107843	0.00002067	0.00454589	0.86883062	0.00002544	0.00504350
44	46	0.34292545	0.00009168	0.00957514	0.86862745	0.00002067	0.00454589	0.86575099	0.00002138	0.00462388
44	48	0.33857131	0.00001287	0.00358773	0.87745098	0.00001682	0.00410127	0.87490005	0.00001821	0.00426713
46	10	0.81582233	0.00046921	0.02166137	0.47450980	0.00063581	0.02521534	0.49172864	0.00061285	0.02475573
46	12	0.81609505	0.00040121	0.02003031	0.47843137	0.00034938	0.01869184	0.49527184	0.00036567	0.01912239
46	14	1.13767000	0.00072152	0.02686121	0.38480392	0.00012495	0.01117819	0.34153997	0.00034437	0.01855714
46	16	0.40622404	0.00022895	0.01513105	0.81323529	0.00008506	0.00922298	0.81375023	0.00009594	0.00979479
46	18	0.34108076	0.00003416	0.00584451	0.87254902	0.00001922	0.00438445	0.87009550	0.00002217	0.00470828
46	20	0.34448774	0.00012272	0.01107787	0.87941176	0.00003460	0.00588235	0.87690074	0.00003764	0.00613505
46	22	0.33576912	0.00004603	0.00678460	0.87401961	0.00003989	0.00631573	0.87126287	0.00004786	0.00691800
46	24	0.34120664	0.00008650	0.00930052	0.87401961	0.00001346	0.00366829	0.87143976	0.00001273	0.00356838
46	26	0.34070998	0.00003425	0.00585216	0.87058824	0.00011150	0.01055915	0.86807821	0.00012364	0.01111942
46	28	0.34058751	0.00003399	0.00583038	0.87107843	0.00001586	0.00398237	0.86814997	0.00001342	0.00366374
46	30	0.34332382	0.00006403	0.00800217	0.87696078	0.00001057	0.00325159	0.87464184	0.00001085	0.00329411
46	32	0.34647263	0.00004702	0.00685688	0.87598039	0.00005671	0.00753054	0.87367156	0.00006321	0.00795071
46	34	0.33435129	0.00007522	0.00867291	0.87205882	0.00001057	0.00325159	0.86934832	0.00001185	0.00344254
46	36	0.33810566	0.00006353	0.00797029	0.86960784	0.00000817	0.00285831	0.86689706	0.00000543	0.00232930
46	38	0.33736485	0.00000992	0.00314890	0.87352941	0.00001586	0.00398237	0.87061146	0.00001768	0.00420491
46	40	0.33937189	0.00003820	0.00618070	0.87647059	0.00002067	0.00454589	0.87389363	0.00002297	0.00479278
46	42	0.33821844	0.00007257	0.00851907	0.87598039	0.00002067	0.00454589	0.87327840	0.00002433	0.00493211
46	44	0.34060192	0.00013485	0.01161245	0.87696078	0.00011390	0.01067232	0.87448590	0.00012213	0.01105126
46	46	0.34065113	0.00001269	0.00356228	0.87009804	0.00002643	0.00514122	0.86715063	0.00002382	0.00488034
46	48	0.34272028	0.00005744	0.00757877	0.86813725	0.00005142	0.00717095	0.86529184	0.00005004	0.00707403
48	10	0.79690798	0.00029971	0.01731218	0.48284314	0.00045656	0.02136715	0.49968422	0.00043667	0.02089658
48	12	0.81613149	0.00027145	0.01647570	0.47745098	0.00036140	0.01901051	0.49297927	0.00036837	0.01919297
48	14	1.15178961	0.00005366	0.00732497	0.38382353	0.00011198	0.01058188	0.33959060	0.00016707	0.01292556
48	16	0.40705619	0.00013978	0.01182290	0.81960784	0.00002547	0.00504688	0.81988139	0.00002469	0.00496849
48	18	0.34484868	0.00010015	0.01000746	0.86568627	0.00001057	0.00325159	0.86332440	0.00001225	0.00350058
48	20	0.33990184	0.00008746	0.00935207	0.87303922	0.00001057	0.00325159	0.87064583	0.00001049	0.00323895
48	22	0.33861510	0.00001305	0.00361186	0.87549020	0.00004181	0.00646613	0.87303462	0.00004399	0.00663216
48	24	0.33102601	0.00003703	0.00608545	0.87794118	0.00003220	0.00567443	0.87530792	0.00003039	0.00551296
48	26	0.34110111	0.00007283	0.00853394	0.87500000	0.00005527	0.00743419	0.87268807	0.00006122	0.00782422
48	28	0.33980355	0.00004844	0.00695975	0.87303922	0.00003220	0.00567443	0.87051050	0.00003272	0.00571987
48	30	0.34498514	0.00005659	0.00752246	0.86960784	0.00002259	0.00475263	0.86644550	0.00002448	0.00494730
48	32	0.34982384	0.00015182	0.01232133	0.87009804	0.00002403	0.00490196	0.86763791	0.00002550	0.00504974
48	34	0.33847357	0.00010269	0.01013385	0.87254902	0.00005286	0.00727078	0.86980185	0.00006046	0.00777533
48	36	0.34535726	0.00002273	0.00476708	0.86862745	0.00002547	0.00504688	0.86604188	0.00002505	0.00500544
48	38	0.33818733	0.00014163	0.01190080	0.87647059	0.00006151	0.00784314	0.87410133	0.00006512	0.00806963
48	40	0.33628257	0.00004667	0.00683142	0.87843137	0.00007593	0.00871392	0.87633768	0.00008473	0.00920485
48	42	0.34062464	0.00002827	0.00531692	0.87205882	0.00003941	0.00627757	0.86965061	0.00003937	0.00627424
48	44	0.33614472	0.00002529	0.00502891	0.87549020	0.00003700	0.00608317	0.87303517	0.00003559	0.00596543
48	46	0.33597085	0.00001980	0.00445020	0.88088235	0.00001346	0.00366829	0.87888478	0.00001433	0.00378594
48	48	0.34442806	0.00010826	0.01040491	0.86568627	0.00007545	0.00868630	0.86299014	0.00008719	0.00933767
