episode,total_episodes,ppo_update_count,rollout_reward_mean,rollout_reward_max,rollout_reward_min,rollout_metric1_mean,rollout_metric2_mean,rollout_metric1_min,rollout_metric2_min,rollout_loss_mean,rollout_loss_std_mean,rollout_loss_max,best_reward,priority1_count,priority2_count,priority3_count,invalid_count,apply_error_count,eval_error_count,last_error,anchor_count,cost_probe_count,policy_loss,value_loss,entropy,clip_fraction,n_samples
3960,80000,33,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n5_L2: replan FAILED: a prime < q_min=30 could not be fused after 1 successful fusion(s).; block3_exp_n5_L4: replan FAILED: a prime < q_min=30 could not be fused after 1 successful fusion(s).; block3_exp_n5_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block4_L6: new chain has prime(s) > q_max=60 at stage(s) [2]; fusion cannot reduce. Reject.; ... (+4 more),0,0,-0.06923620495945215,241.82646369934082,1092.8678894042969,0.403459832072258,120
4080,80000,34,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+6 more),0,0,-0.06752834189683199,214.27159309387207,1094.5128021240234,0.4428013563156128,120
4200,80000,35,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+13 more),0,0,-0.06353140017017722,187.55205154418945,1096.2281799316406,0.3922991156578064,120
4320,80000,36,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+10 more),0,0,-0.06836446677334607,161.86031913757324,1097.4360961914062,0.4003906324505806,120
4440,80000,37,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: new chain has prime(s) > q_max=60 at stage(s) [1]; fusion cannot reduce. Reject.; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n5_L2: replan FAILED: a prime < q_min=30 could not be fused after 1 successful fusion(s).; block3_exp_n5_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block4_L1: new chain has prime(s) > q_max=60 at stage(s) [1]; fusion cannot reduce. Reject.; ... (+4 more),0,0,-0.09226137306541204,137.32525253295898,1098.4368743896484,0.5119977742433548,120
4560,80000,38,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+11 more),0,0,-0.0849990906426683,114.10947608947754,1099.5412902832031,0.4740513500291854,120
4680,80000,39,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+11 more),0,0,-0.06977603631094098,92.46356391906738,1101.2644958496094,0.5170200988650322,120
4800,80000,40,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+7 more),0,0,-0.08694368461146951,72.42268657684326,1103.3549499511719,0.5203683152794838,120
4920,80000,41,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+9 more),0,0,-0.08437896013492718,54.199851989746094,1105.6073913574219,0.5842634066939354,120
5040,80000,42,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+12 more),0,0,-0.08904679061379284,38.20591402053833,1108.5418090820312,0.563895107479766,120
5160,80000,43,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+14 more),0,0,-0.09179052663967013,24.669506788253784,1111.4942169189453,0.6090959999710321,120
5280,80000,44,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+7 more),0,0,-0.05988128483295441,13.877185583114624,1114.8515319824219,0.6660156436264515,120
5400,80000,45,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+9 more),0,0,-0.0670412372564897,6.038806259632111,1118.1599426269531,0.6749442145228386,120
5520,80000,46,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+8 more),0,0,-0.08301146933808923,1.4039280489087105,1122.0405883789062,0.6858259104192257,120
5640,80000,47,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+7 more),0,0,-0.03852384793572128,0.054486023262143135,1128.9228820800781,0.7413504719734192,120
5760,80000,48,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+6 more),0,0,-0.04461240489035845,0.8153256699442863,1138.000015258789,0.7045201025903225,120
5880,80000,49,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+9 more),0,0,-0.037258875323459506,1.6286313384771347,1144.1794128417969,0.6763393059372902,120
6000,80000,50,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+9 more),0,0,-0.07853394001722336,1.8818830400705338,1148.3411865234375,0.6322544775903225,120
6120,80000,51,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n5_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block4_L11: new chain has prime(s) > q_max=60 at stage(s) [1]; fusion cannot reduce. Reject.; ... (+2 more),0,0,-0.08241153950802982,1.7458022385835648,1151.1206817626953,0.5962611809372902,120
6240,80000,52,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+10 more),0,0,-0.07644553203135729,1.4064184203743935,1153.6000061035156,0.6088169738650322,120
6360,80000,53,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+7 more),0,0,-0.06572582910303026,1.0261291936039925,1156.1615295410156,0.6420201063156128,120
6480,80000,54,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+7 more),0,0,-0.0784701369693721,0.693473644554615,1158.5587921142578,0.6467634104192257,120
6600,80000,55,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+8 more),0,0,-0.04956237459555268,0.44832602702081203,1161.8577423095703,0.6330915316939354,120
6720,80000,56,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L1: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+12 more),0,0,-0.0678287431364879,0.30824019853025675,1164.3454895019531,0.6788504607975483,120
6840,80000,57,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block3_exp_n2_L5: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+3 more),0,0,-0.04135893960483372,0.2361871162429452,1168.0742797851562,0.6336495690047741,120
6960,80000,58,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L3: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L6: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+6 more),0,0,-0.08329398964997381,0.22817495744675398,1170.9117431640625,0.6188616193830967,120
7080,80000,59,-30.0,-30.0,-30.0,0.0,0.0,0.0,0.0,,,0.0,2.7333333333333334,0,0,0,120,0,0,Rescale_optimizer invalid blocks: block1_mrpc_L0: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L10: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L11: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L2: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L4: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L7: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L8: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; block1_mrpc_L9: replan FAILED: a prime < q_min=30 could not be fused after 0 successful fusion(s).; ... (+8 more),0,0,-0.06568227242678404,0.24379205238074064,1172.7446594238281,0.6157924234867096,120
