episode,total_reward,terminal_reward,terminal_priority,terminal_loss_mean,terminal_loss_std,terminal_metric1_mean,terminal_metric2_mean,terminal_metric1_std,terminal_metric2_std,terminal_stab_excess_m1,terminal_stab_excess_m2,terminal_stab_excess_loss,terminal_stab_violation,valid_steps,invalid_steps,total_bits,safe_neighbor_active,safe_neighbor_mutation_count,safe_neighbor_radius,exploration_mode,guarded_radius2_active,guarded_radius2_recent_frontier_expansions,guarded_radius2_recent_duplicate_rate,guarded_radius2_recent_dominated_rate,guarded_radius2_cooldown_remaining,guarded_radius2_safe_offset_count,samples_rejected_by_mask,samples_rejected_by_optimizer,steps_fallen_back_to_baseline,forbidden_mask_total,static_invalid_level_disabled,static_invalid_level_applied,static_invalid_level_scan_evaluated,static_invalid_level_scan_invalid,empirical_invalid_level_disabled,empirical_invalid_level_applied,rejection_optimizer_wall_seconds,baseline_prior_scale,base_action_source,proposal_direction,empirical_offset_success_rate,empirical_offset_failure_rate,frontier_seed_episode
9020,41.964054833431405,44.84756097560975,3,0.33753693103790283,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14541,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9083333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.957203383826518,0.04641595109217351,7476
9021,37.22569546383075,40.19593391413987,3,0.3339574635028839,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14769,True,12,1,radius1,False,1,0.0016666666666666668,0.9083333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9507053995903192,0.05413468359772278,-1
9022,38.78029517191883,41.74853533111419,3,0.33882060647010803,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,1,0.0016666666666666668,0.9083333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.957668032539751,0.04685465847511457,-1
9023,37.92267802632062,40.895446736387655,3,0.3404419422149658,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14775,True,12,1,radius1,False,1,0.0016666666666666668,0.9083333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9530495516778806,0.05293224360899241,-1
9024,42.1189562519528,45.0,3,0.33948051929473877,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14533,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.91,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9545324431780959,0.052969698126204084,7339
9025,41.96138917609823,44.84756097560975,3,0.3359905779361725,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14547,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.91,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9495039826341437,0.05549294892010371,7448
9026,41.96131409516864,44.84756097560975,3,0.3375000059604645,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14547,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.91,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9492445217018263,0.058106903882245466,7372
9027,37.886621987984114,40.85162392584072,3,0.34426456689834595,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14759,True,12,1,radius1,False,1,0.0016666666666666668,0.91,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9522352740102282,0.054001361345853975,-1
9028,37.53419079626884,40.50097435550443,3,0.33831530809402466,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,1,0.0016666666666666668,0.91,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9555274813528843,0.050113620643593586,-1
9029,-3.1011037454314025,-0.2195121951219508,1,0.3370154798030853,0.0,0.859375,0.859375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14535,True,12,1,radius1,False,1,0.0016666666666666668,0.91,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9509919390226287,0.057149656963662525,7653
9030,37.881614118631006,40.85081196292036,3,0.33720850944519043,0.0,0.87890625,0.87890625,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14769,True,12,1,radius1,False,1,0.0016666666666666668,0.91,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9520294902869252,0.05502029236886827,-1
9031,41.657311639342495,44.54268292682927,3,0.34374040365219116,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14547,True,12,1,radius1,False,1,0.0016666666666666668,0.91,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9532894388808963,0.05266316199322488,7656
9032,38.23660670124516,41.201786318424794,3,0.3359804153442383,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14757,True,12,1,radius1,False,1,0.0016666666666666668,0.9083333333333333,0,3,0,0,0,8,56,1,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9545153258190737,0.05108825225696098,-1
9033,41.65764209386106,44.54268292682927,3,0.331633061170578,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14551,True,12,1,radius1,False,1,0.0016666666666666668,0.9083333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9512540763868867,0.054231338205183076,7370
9034,38.08181651931005,41.04853533111419,3,0.3372700810432434,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,1,0.0016666666666666668,0.9083333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.950120807360831,0.057652270838402915,-1
9035,37.534624614443764,40.50129914067258,3,0.338188111782074,0.0,0.87890625,0.87890625,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14763,True,12,1,radius1,False,1,0.0016666666666666668,0.9083333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9541044654131386,0.05060773978601222,-1
9036,37.924310145640035,40.895446736387655,3,0.33788782358169556,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14775,True,12,1,radius1,False,1,0.0016666666666666668,0.9083333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9558824580060147,0.047573665049510196,-1
9037,-3.0949881105337815,-0.2195121951219508,1,0.335674524307251,0.0,0.859375,0.859375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14523,True,12,1,radius1,False,1,0.0016666666666666668,0.9083333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9510953804329073,0.05363293253659095,8766
9038,37.88439953935489,40.85113674808851,3,0.3365684151649475,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14765,True,12,1,radius1,False,1,0.0016666666666666668,0.9083333333333333,0,3,0,0,0,8,56,1,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.957350699597392,0.04801659245430753,-1
9039,37.58051905492021,40.546421091892086,3,0.33455783128738403,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14763,True,12,1,radius1,False,1,0.0016666666666666668,0.9083333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9475034269608947,0.057391921837126075,-1
9040,42.11724802750112,45.0,3,0.33219367265701294,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14539,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9491501583122273,0.05345266337466171,7456
9041,41.96819024330565,44.84756097560975,3,0.3406364321708679,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14533,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9538266151928235,0.051490323461728944,7779
9042,42.109390569327445,45.0,3,0.33781898021698,0.0,0.87890625,0.87890625,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14561,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9549725925494403,0.05044737190761673,7310
9043,42.11795523331628,45.0,3,0.33811041712760925,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14535,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9565570592109728,0.049983691636176025,7515
9044,41.805570746641074,44.69512195121951,3,0.34109437465667725,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14557,True,12,1,radius1,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9531327523777254,0.051841964654292194,7310
9045,37.878332969347355,40.850162392584075,3,0.3370501399040222,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14777,True,12,1,radius1,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9544403744949043,0.0510500467729611,-1
9046,37.5350593927685,40.501136748088506,3,0.337536096572876,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14765,True,12,1,radius1,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9539354908093881,0.05343111662814078,-1
9047,41.81025486858359,44.69512195121951,3,0.34537526965141296,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14543,True,12,1,radius1,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9560180111075084,0.0498225531161495,7613
9048,-3.1019242904694537,-0.2195121951219508,1,0.3422423005104065,0.0,0.859375,0.859375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14541,True,12,1,radius1,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9549557243826806,0.05116435453317312,7402
9049,-3.0941857286221595,-0.2195121951219508,1,0.3387380838394165,0.0,0.859375,0.859375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14519,True,12,1,radius1,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9522664328207059,0.05097585306463794,8675
9050,42.1168238817061,45.0,3,0.3249519169330597,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14539,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9537587148256103,0.05261781806807261,8001
9051,41.96653328994325,44.84756097560975,3,0.32891979813575745,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14533,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9619272647443182,0.04460642552551545,7966
9052,38.5817244043874,41.55097435550443,3,0.32349592447280884,0.0,0.88671875,0.88671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9557260428177133,0.049349278416267996,-1
9053,41.96352668914909,44.84756097560975,3,0.33212071657180786,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14547,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9522397936470384,0.05166519412895937,7851
9054,37.382769138233506,40.34886011628233,3,0.33947789669036865,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14763,True,12,1,radius1,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9472848658992024,0.05774813237187912,-1
9055,41.959641356106616,44.84756097560975,3,0.33994346857070923,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14555,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9592945991730485,0.0457188757192124,7587
9056,37.532014458381425,40.50081196292036,3,0.33853939175605774,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14769,True,12,1,radius1,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9614489041940565,0.04362898518109706,-1
9057,37.37880727004777,40.348210545946046,3,0.33817383646965027,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14771,True,12,1,radius1,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9552139522506007,0.05082257040966306,-1
9058,38.277665864738516,41.246258699308015,3,0.33666515350341797,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14765,True,12,1,radius1,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9583500708401566,0.04748570321473996,-1
9059,41.9648920842662,44.84756097560975,3,0.32899951934814453,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14541,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9551677459163921,0.05114088695035337,7605
9060,42.11722462615809,45.0,3,0.33477509021759033,0.0,0.8828125,0.8828125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14539,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9506473630941836,0.05395062688082267,7515
9061,41.65132453114919,44.54268292682927,3,0.33291852474212646,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14563,True,12,1,radius1,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9580991700799085,0.04729580293043107,7344
9062,37.532533641470884,40.50097435550443,3,0.3382015824317932,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9539170574744281,0.05074603776962361,-1
9063,41.96317295120299,44.84756097560975,3,0.3332831859588623,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14547,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9578032160946099,0.04741659710399782,7339
9064,37.076364474557,40.04381967491777,3,0.3465752601623535,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14765,True,12,1,radius1,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9582526032566326,0.047467943682923903,-1
9065,41.80882365108663,44.69512195121951,3,0.33898690342903137,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14551,True,12,1,radius1,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9531806101915442,0.05248955840679465,7394
9066,41.970032454926496,44.84756097560975,3,0.34398362040519714,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14523,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9510067087991804,0.05503934296340355,8047
9067,41.80979464704137,44.69512195121951,3,0.33347058296203613,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14553,True,12,1,radius1,False,1,0.0016666666666666668,0.9033333333333333,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9572933165606807,0.04682778876078562,7674
9068,37.77366212482535,40.74349488974963,3,0.3442087173461914,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14769,True,12,1,radius1,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,1,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9580483975371399,0.04633327595726081,-1
9069,41.65217807888074,44.54268292682927,3,0.3379303216934204,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14561,True,12,1,radius1,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9476850230129791,0.06018345684901585,7315
9070,37.731161194415485,40.69837293853011,3,0.3398696780204773,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14769,True,12,1,radius1,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9561182904815745,0.048585576498840356,-1
9071,41.81450417938716,44.69512195121951,3,0.3292706608772278,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14537,True,12,1,radius1,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9506303891919282,0.056392599966798664,7611
9072,42.10645803632175,45.0,3,0.336178719997406,0.0,0.8828125,0.8828125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14571,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9357698376450241,0.07255508558727976,7315
9073,41.660670890567815,44.54268292682927,3,0.3420705795288086,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14535,True,12,1,radius1,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9531795924923698,0.052822723478252724,7671
9074,42.11214497755587,45.0,3,0.3416401147842407,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14553,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9511054974136455,0.05383349704788237,7362
9075,38.22992718509406,41.200487177752215,3,0.34256085753440857,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14773,True,12,1,radius1,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9533451791738878,0.05275719441120305,-1
9076,37.880437543526334,40.850487177752214,3,0.3389517664909363,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14773,True,12,1,radius1,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9545602448153915,0.05528550354827808,-1
9077,37.88450694087527,40.85113674808851,3,0.33321672677993774,0.0,0.8828125,0.8828125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14765,True,12,1,radius1,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9558310705210934,0.04931287614492331,-1
9078,38.62442043139644,41.59560912897173,3,0.3434143662452698,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14773,True,12,1,radius1,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9510556270942844,0.052782624145432035,-1
9079,41.960726858544696,44.84756097560975,3,0.33700576424598694,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14553,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9578500270976424,0.04744483820642614,7562
9080,38.585031828567736,41.55146153325665,3,0.3354727029800415,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14761,True,12,1,radius1,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9570974667458234,0.046367951794166744,-1
9081,41.952456643122886,44.84756097560975,3,0.32568785548210144,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14575,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,1,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9560588309679626,0.05039751890122953,7344
9082,38.43291524263133,41.3990225088664,3,0.34123706817626953,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14761,True,12,1,radius1,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9542964584336863,0.05217225386429897,-1
9083,41.96722459455596,44.84756097560975,3,0.3361682891845703,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14531,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.949466100063099,0.05388095749113772,7631
9084,38.22936326411542,41.20032478516814,3,0.3460294306278229,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14775,True,12,1,radius1,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9493539089522427,0.05526030472031964,-1
9085,37.88296039632733,40.85081196292036,3,0.3330936133861542,0.0,0.87890625,0.87890625,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14769,True,12,1,radius1,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9543457062166681,0.05098843260985181,-1
9086,42.11928855695998,45.0,3,0.338076114654541,0.0,0.875,0.875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14531,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9573102627859466,0.047951268414859645,8675
9087,42.119565712517186,45.0,3,0.32917648553848267,0.0,0.87890625,0.87890625,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14535,True,12,1,radius1|validation_required,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.951909678592063,0.05252125968948677,7711
9088,37.22695222569163,40.196096306723945,3,0.3390910029411316,0.0,0.8671875,0.8671875,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,1,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9493173292163725,0.05655026362249077,-1
9089,-3.184403109748023,-0.2195121951219508,1,0.34391963481903076,0.0,0.859375,0.859375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14761,True,12,1,radius1,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9637061066992175,0.041536029605122794,-1
9090,37.77499394267285,40.7436572823337,3,0.34704819321632385,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.9518395222139676,0.056404169971595385,-1
9091,41.65609683478966,44.54268292682927,3,0.3442429304122925,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14551,True,12,1,radius1,False,1,0.0016666666666666668,0.9066666666666666,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,frontier,empirical_bidirectional_radius1,0.9444524128201192,0.06111465427730364,7475
9092,37.730545526526456,40.69837293853011,3,0.3434947431087494,0.0,0.87109375,0.87109375,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14769,True,12,1,radius1,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,exploratory,empirical_bidirectional_radius1,0.9582782061520788,0.048345689144389976,-1
9093,37.42543977123503,40.3936572823337,3,0.3398876488208771,0.0,0.86328125,0.86328125,0.0,0.0,0.0,0.0,0.0,0.0,59,0,14767,True,12,1,radius1,False,1,0.0016666666666666668,0.905,0,3,0,0,0,8,56,0,2699,56,0,0,0.0,0.15,baseline,empirical_bidirectional_radius1,0.95790432268495,0.046584374474216504,-1
